category,dataset,dataset_exp_name,csv_dataset,seed,model,model_label,accuracy,chance_level,source_csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,labram,LaBraM,0.5066666667,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,biot,BIOT,0.4616666667,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,femba,FEMBA,0.49,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,neurolm,NeuroLM,0.4933333333,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,cbramod,CBraMod,0.51,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,neurogpt,NeuroGPT,0.4816666667,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,reve,REVE,0.515,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,eegmamba,EEGMamba,0.4816666667,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCIC4_1,BCIC4_1,BCIC4_1,0,bendr,BENDR,0.475,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,brainomni,BrainOmni,0.2203333333,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,labram,LaBraM,0.2143333333,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,biot,BIOT,0.2046666667,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,femba,FEMBA,0.194,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,neurolm,NeuroLM,0.2236666667,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,cbramod,CBraMod,0.2016666667,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,neurogpt,NeuroGPT,0.1936666667,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,reve,REVE,0.2,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,eegmamba,EEGMamba,0.2073333333,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BCI_Speech,BCI_Speech,BCI_Speech,0,bendr,BENDR,0.207,0.2,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,brainomni,BrainOmni,0.0380952381,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,labram,LaBraM,0.0267857143,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,biot,BIOT,0.0291666667,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,femba,FEMBA,0.037202381,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,neurolm,NeuroLM,0.0294642857,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,cbramod,CBraMod,0.0291666667,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,neurogpt,NeuroGPT,0.0273809524,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,reve,REVE,0.0175595238,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,eegmamba,EEGMamba,0.0285714286,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BETA_SSVEP,BETA_SSVEP_wsn,BETA_SSVEP_wsn,0,bendr,BENDR,0.0303571429,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,brainomni,BrainOmni,0.0777777778,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,labram,LaBraM,0.0328703704,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,biot,BIOT,0.0648148148,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,femba,FEMBA,0.0509259259,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,neurolm,NeuroLM,0.0324074074,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,cbramod,CBraMod,0.425462963,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,neurogpt,NeuroGPT,0.0263888889,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,reve,REVE,0.0736111111,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,eegmamba,EEGMamba,0.0333333333,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-VI,BenchmarkSSVEP,BenchmarkSSVEP,BenchmarkSSVEP,0,bendr,BENDR,0.025,0.025,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,brainomni,BrainOmni,0.5814359248,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,labram,LaBraM,0.6006218606,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,biot,BIOT,0.6085674507,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,femba,FEMBA,0.5827466828,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,neurolm,NeuroLM,0.5399956253,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,cbramod,CBraMod,0.5451205954,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,neurogpt,NeuroGPT,0.5172181072,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,reve,REVE,0.4993576035,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,eegmamba,EEGMamba,0.5111786593,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP,0,bendr,BENDR,0.5010053157,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,brainomni,BrainOmni,0.4902856863,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,labram,LaBraM,0.3474541093,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,biot,BIOT,0.4296500138,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,femba,FEMBA,0.3959167037,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,neurolm,NeuroLM,0.4528758808,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,cbramod,CBraMod,0.3740485939,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,neurogpt,NeuroGPT,0.5026190911,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,reve,REVE,0.4871231802,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,eegmamba,EEGMamba,0.4943900104,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_CP,Broderick_CP,Broderick_CP_128,0,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,brainomni,BrainOmni,0.4659079665,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,labram,LaBraM,0.4653572873,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,biot,BIOT,0.4989215174,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,femba,FEMBA,0.4981492211,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,neurolm,NeuroLM,0.4978127914,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,cbramod,CBraMod,0.559524257,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,neurogpt,NeuroGPT,0.4854946914,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,reve,REVE,0.4970418909,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,eegmamba,EEGMamba,0.4998440121,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,Broderick_Rev,Broderick_Rev_wsn,Broderick_Rev_128,0,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,brainomni,BrainOmni,0.5578467409,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,labram,LaBraM,0.5609942299,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,biot,BIOT,0.545338116,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,femba,FEMBA,0.5664009202,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,neurolm,NeuroLM,0.5384357269,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,cbramod,CBraMod,0.5169197626,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,neurogpt,NeuroGPT,0.5608189166,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,reve,REVE,0.5057754144,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,eegmamba,EEGMamba,0.5514543045,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-IV,CIRE,CIRE_wsn,CIRE_wsn,0,bendr,BENDR,0.4922670729,0.5,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,brainomni,BrainOmni,0.2498249851,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,labram,LaBraM,0.2504179266,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,biot,BIOT,0.2531357501,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,femba,FEMBA,0.2544398991,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,neurolm,NeuroLM,0.2501871227,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,cbramod,CBraMod,0.2505003307,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,neurogpt,NeuroGPT,0.2507882799,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,reve,REVE,0.2519631329,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
Type-V,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,ChineseEEG2_RA_Tone,0,eegmamba,EEGMamba,0.2508143722,0.25,/benchmark-eeg/5.0_version/tables/withstd/benchmark_results_linear_downsample_cross_subject_mean_var.csv
