category,dataset,model,mean_accuracy,n_seed,chance_level
Type-II,HFO,cbramod,0.563468544635319,3,0.5
Type-II,HFO,eegmamba,0.5803254360947134,3,0.5
Type-II,HFO,femba,0.5248197920423064,3,0.5
Type-II,HFO,labram,0.5406377317874472,3,0.5
Type-II,HFO,neurogpt,0.5438852725631153,3,0.5
Type-II,HFO,neurolm,0.5374691668806109,3,0.5
Type-II,HFO,reve,0.6079987539143658,3,0.5
Type-II,LEMON_age,bendr,0.3333333333333333,3,0.25
Type-II,LEMON_age,biot,0.48416266099274047,3,0.25
Type-II,LEMON_age,brainomni,0.45898018387006134,3,0.25
Type-II,LEMON_age,cbramod,0.49693114842165853,3,0.25
Type-II,LEMON_age,eegmamba,0.3323752927344357,3,0.25
Type-II,LEMON_age,femba,0.47977669382671245,3,0.25
Type-II,LEMON_age,labram,0.4389918577066589,3,0.25
Type-II,LEMON_age,neurogpt,0.42581187992059205,3,0.25
Type-II,LEMON_age,neurolm,0.4026050091407367,3,0.25
Type-II,LEMON_age,reve,0.4758647565146818,3,0.25
Type-II,LEMON_extraversial,bendr,0.5,3,0.5
Type-II,LEMON_extraversial,biot,0.47795222571997403,3,0.5
Type-II,LEMON_extraversial,brainomni,0.47817337130078413,3,0.5
Type-II,LEMON_extraversial,cbramod,0.504320234772716,3,0.5
Type-II,LEMON_extraversial,eegmamba,0.5039508891313891,3,0.5
Type-II,LEMON_extraversial,femba,0.5096531183936106,3,0.5
Type-II,LEMON_extraversial,labram,0.5088077560649983,3,0.5
Type-II,LEMON_extraversial,neurogpt,0.4640872014689424,3,0.5
Type-II,LEMON_extraversial,neurolm,0.5177585476098353,3,0.5
Type-II,LEMON_extraversial,reve,0.5053350093513669,3,0.5
Type-II,LEMON_gender,bendr,0.5,3,0.5
Type-II,LEMON_gender,biot,0.587339515053861,3,0.5
Type-II,LEMON_gender,brainomni,0.5321882769179669,3,0.5
Type-II,LEMON_gender,cbramod,0.6436518116376245,3,0.5
Type-II,LEMON_gender,eegmamba,0.4993210811435378,3,0.5
Type-II,LEMON_gender,femba,0.5685649903100809,3,0.5
Type-II,LEMON_gender,labram,0.5710086139482358,3,0.5
Type-II,LEMON_gender,neurogpt,0.5446770060379206,3,0.5
Type-II,LEMON_gender,neurolm,0.5527861326640324,3,0.5
Type-II,LEMON_gender,reve,0.5987369416936486,3,0.5
Type-II,MDD,bendr,0.5,3,0.5
Type-II,MDD,biot,0.8607538178972222,3,0.5
Type-II,MDD,brainomni,0.9927951606248325,3,0.5
Type-II,MDD,cbramod,0.825630973508758,3,0.5
Type-II,MDD,eegmamba,0.7007924278888993,3,0.5
Type-II,MDD,femba,0.7424406173131007,3,0.5
Type-II,MDD,labram,0.7430497927785344,3,0.5
Type-II,MDD,neurogpt,0.6395421734296419,3,0.5
Type-II,MDD,neurolm,0.8832879579245864,3,0.5
Type-II,MDD,reve,0.9480492388167822,3,0.5
Type-II,MODMA,biot,0.7131720430107527,1,0.5
Type-II,MODMA,cbramod,0.5561827956989247,1,0.5
Type-II,MODMA,reve,0.4989247311827957,1,0.5
Type-II,PD31,bendr,0.3333333333333333,3,0.5
Type-II,PD31,biot,0.5435474418972374,3,0.5
Type-II,PD31,brainomni,0.4060065663136518,3,0.5
Type-II,PD31,cbramod,0.36903638227684293,3,0.5
Type-II,PD31,eegmamba,0.3360732525309735,3,0.5
Type-II,PD31,femba,0.5114663896717889,3,0.5
Type-II,PD31,labram,0.2803875474429271,3,0.5
Type-II,PD31,neurogpt,0.3225052217374605,3,0.5
Type-II,PD31,neurolm,0.41433004133625445,3,0.5
Type-II,PD31,reve,0.4587196285453694,3,0.5
Type-II,Siena_EEG,bendr,0.3333333333333333,3,0.5
Type-II,Siena_EEG,biot,0.6908486860896942,3,0.5
Type-II,Siena_EEG,brainomni,0.6942734002294535,3,0.5
Type-II,Siena_EEG,cbramod,0.7550909716261606,3,0.5
Type-II,Siena_EEG,eegmamba,0.7272209670471893,3,0.5
Type-II,Siena_EEG,femba,0.43943056981149686,3,0.5
Type-II,Siena_EEG,labram,0.7449020515887038,3,0.5
Type-II,Siena_EEG,neurogpt,0.4788664216745198,3,0.5
Type-II,Siena_EEG,neurolm,0.748574642666954,3,0.5
Type-II,Siena_EEG,reve,0.41935925264080326,3,0.5
Type-II,TDBRAIN,bendr,0.27777777777777773,3,0.25
Type-II,TDBRAIN,biot,0.393393105408341,3,0.25
Type-II,TDBRAIN,brainomni,0.41292390225849346,3,0.25
Type-II,TDBRAIN,cbramod,0.4456698793442428,3,0.25
Type-II,TDBRAIN,eegmamba,0.32311068925459857,3,0.25
Type-II,TDBRAIN,femba,0.39631651975942245,3,0.25
Type-II,TDBRAIN,labram,0.3910295003966564,3,0.25
Type-II,TDBRAIN,neurogpt,0.3617707913962253,3,0.25
Type-II,TDBRAIN,neurolm,0.4127180764677054,3,0.25
Type-II,TDBRAIN,reve,0.43696847151564633,3,0.25
Type-II,TUAB,bendr,0.5,3,0.5
Type-II,TUAB,biot,0.7925542460667527,3,0.5
Type-II,TUAB,brainomni,0.7273132800613217,3,0.5
Type-II,TUAB,cbramod,0.726746402003173,3,0.5
Type-II,TUAB,eegmamba,0.6891866938632583,3,0.5
Type-II,TUAB,femba,0.7172266258032023,3,0.5
Type-II,TUAB,labram,0.7323131013752429,3,0.5
Type-II,TUAB,neurogpt,0.6407099377867237,3,0.5
Type-II,TUAB,neurolm,0.7115083971174018,3,0.5
Type-II,TUAB,reve,0.7776960396575806,3,0.5
Type-II,TUEP,bendr,0.5,3,0.5
Type-II,TUEP,biot,0.5880563663147821,3,0.5
Type-II,TUEP,brainomni,0.5961360811414459,3,0.5
Type-II,TUEP,cbramod,0.635347756626761,3,0.5
Type-II,TUEP,eegmamba,0.6035187978398088,3,0.5
Type-II,TUEP,femba,0.5466447602915466,3,0.5
Type-II,TUEP,labram,0.61665159273207,3,0.5
Type-II,TUEP,neurogpt,0.5082348321801374,3,0.5
Type-II,TUEP,neurolm,0.582365877288629,3,0.5
Type-II,TUEP,reve,0.6301396876530211,3,0.5
Type-II,TUEV,bendr,0.16666666666666666,3,0.16666666666666666
Type-II,TUEV,biot,0.6833570769640156,3,0.16666666666666666
Type-II,TUEV,brainomni,0.4673660906761932,3,0.16666666666666666
Type-II,TUEV,cbramod,0.615869007927174,3,0.16666666666666666
Type-II,TUEV,eegmamba,0.31120830114947223,3,0.16666666666666666
Type-II,TUEV,femba,0.42550416917805617,3,0.16666666666666666
Type-II,TUEV,labram,0.41737701536158206,3,0.16666666666666666
Type-II,TUEV,neurogpt,0.3353428337694802,3,0.16666666666666666
Type-II,TUEV,neurolm,0.2910116697670289,3,0.16666666666666666
Type-II,TUEV,reve,0.5477166335642227,3,0.16666666666666666
Type-II,TUSL,bendr,0.3333333333333333,3,0.3333333333333333
Type-II,TUSL,biot,0.6453802370469037,3,0.3333333333333333
Type-II,TUSL,brainomni,0.45042488375821704,3,0.3333333333333333
Type-II,TUSL,cbramod,0.6888028638028638,3,0.3333333333333333
Type-II,TUSL,eegmamba,0.48060889727556394,3,0.3333333333333333
Type-II,TUSL,femba,0.5277102527102526,3,0.3333333333333333
Type-II,TUSL,labram,0.47451190784524117,3,0.3333333333333333
Type-II,TUSL,neurogpt,0.4414206164206164,3,0.3333333333333333
Type-II,TUSL,neurolm,0.38388987555654225,3,0.3333333333333333
Type-II,TUSL,reve,0.5830080413413746,3,0.3333333333333333
Type-III,Awakening,bendr,0.5,3,0.5
Type-III,Awakening,biot,0.9729428997182751,3,0.5
Type-III,Awakening,brainomni,0.9830331797498032,3,0.5
Type-III,Awakening,cbramod,0.8901433933582391,3,0.5
Type-III,Awakening,eegmamba,0.8325378851613955,3,0.5
Type-III,Awakening,femba,0.9609093157632232,3,0.5
Type-III,Awakening,labram,0.9340349654469081,3,0.5
Type-III,Awakening,neurogpt,0.7807055020966508,3,0.5
Type-III,Awakening,neurolm,0.8113050600704935,3,0.5
Type-III,Awakening,reve,0.9617270907709794,3,0.5
Type-III,HBN_EEG,bendr,0.07692307692307693,3,0.07692307692307693
Type-III,HBN_EEG,biot,0.1332241626948599,3,0.07692307692307693
Type-III,HBN_EEG,brainomni,0.15265156782551415,3,0.07692307692307693
Type-III,HBN_EEG,cbramod,0.1358231521900084,3,0.07692307692307693
Type-III,HBN_EEG,eegmamba,0.09975147960286866,3,0.07692307692307693
Type-III,HBN_EEG,femba,0.11793941732611873,3,0.07692307692307693
Type-III,HBN_EEG,labram,0.11434098340241716,3,0.07692307692307693
Type-III,HBN_EEG,neurogpt,0.10262313335836,3,0.07692307692307693
Type-III,HBN_EEG,neurolm,0.08956798894728564,3,0.07692307692307693
Type-III,HBN_EEG,reve,0.1579825034177237,3,0.07692307692307693
Type-III,HMC,bendr,0.20000000000000004,3,0.2
Type-III,HMC,biot,0.5691804691002834,3,0.2
Type-III,HMC,brainomni,0.6643351261723792,3,0.2
Type-III,HMC,cbramod,0.6582612781973242,3,0.2
Type-III,HMC,eegmamba,0.5509586030603215,3,0.2
Type-III,HMC,femba,0.6106157455433677,3,0.2
Type-III,HMC,labram,0.6299419620416714,3,0.2
Type-III,HMC,neurogpt,0.5722723668342072,3,0.2
Type-III,HMC,neurolm,0.6146815261400177,3,0.2
Type-III,HMC,reve,0.6819764876882083,3,0.2
Type-III,ISRUC_S1,bendr,0.20000000000000004,3,0.2
Type-III,ISRUC_S1,biot,0.5568885756712872,3,0.2
Type-III,ISRUC_S1,brainomni,0.5867418329049613,3,0.2
Type-III,ISRUC_S1,cbramod,0.6254407335627957,3,0.2
Type-III,ISRUC_S1,eegmamba,0.5005482019594113,3,0.2
Type-III,ISRUC_S1,femba,0.5890332089215248,3,0.2
Type-III,ISRUC_S1,labram,0.5577917082339282,3,0.2
Type-III,ISRUC_S1,neurogpt,0.5486172013594599,3,0.2
Type-III,ISRUC_S1,neurolm,0.5622538659385494,3,0.2
Type-III,ISRUC_S1,reve,0.6289784616375056,3,0.2
Type-III,ISRUC_S2,bendr,0.20000000000000004,3,0.2
Type-III,ISRUC_S2,biot,0.25049339087828043,3,0.2
Type-III,ISRUC_S2,brainomni,0.28213180842546487,3,0.2
Type-III,ISRUC_S2,cbramod,0.20575233852496858,3,0.2
Type-III,ISRUC_S2,eegmamba,0.19673621460506707,3,0.2
Type-III,ISRUC_S2,femba,0.24242662936176837,3,0.2
Type-III,ISRUC_S2,labram,0.18924937645179984,3,0.2
Type-III,ISRUC_S2,neurogpt,0.2662494030348628,3,0.2
Type-III,ISRUC_S2,neurolm,0.20663409318434264,3,0.2
Type-III,ISRUC_S2,reve,0.24920737521236455,3,0.2
Type-III,ISRUC_S3,bendr,0.20000000000000004,3,0.2
Type-III,ISRUC_S3,biot,0.36719595215427486,3,0.2
Type-III,ISRUC_S3,brainomni,0.3118914121548673,3,0.2
Type-III,ISRUC_S3,cbramod,0.3192374834087769,3,0.2
Type-III,ISRUC_S3,eegmamba,0.3056572922421745,3,0.2
Type-III,ISRUC_S3,femba,0.32149787206711383,3,0.2
Type-III,ISRUC_S3,labram,0.30372146657495486,3,0.2
Type-III,ISRUC_S3,neurogpt,0.2886017853728051,3,0.2
Type-III,ISRUC_S3,neurolm,0.30944074478808303,3,0.2
Type-III,ISRUC_S3,reve,0.3736532980247292,3,0.2
Type-III,PEARL_Neuro,bendr,0.3333333333333333,3,0.3333333333333333
Type-III,PEARL_Neuro,biot,0.46155279837646673,3,0.3333333333333333
Type-III,PEARL_Neuro,brainomni,0.48002136417548674,3,0.3333333333333333
Type-III,PEARL_Neuro,cbramod,0.5351237786831763,3,0.3333333333333333
Type-III,PEARL_Neuro,eegmamba,0.4191691710279714,3,0.3333333333333333
Type-III,PEARL_Neuro,femba,0.46524885255717874,3,0.3333333333333333
Type-III,PEARL_Neuro,labram,0.4780503476245537,3,0.3333333333333333
Type-III,PEARL_Neuro,neurogpt,0.4366423933276807,3,0.3333333333333333
Type-III,PEARL_Neuro,neurolm,0.4383715643179657,3,0.3333333333333333
Type-III,PEARL_Neuro,reve,0.48432826148685554,3,0.3333333333333333
Type-III,RestCog,bendr,0.20000000000000004,3,0.2
Type-III,RestCog,biot,0.35012345679012347,3,0.2
Type-III,RestCog,brainomni,0.3262716049382716,3,0.2
Type-III,RestCog,cbramod,0.3677037037037037,3,0.2
Type-III,RestCog,eegmamba,0.22948148148148148,3,0.2
Type-III,RestCog,femba,0.30849382716049384,3,0.2
Type-III,RestCog,labram,0.3179135802469136,3,0.2
Type-III,RestCog,neurogpt,0.276037037037037,3,0.2
Type-III,RestCog,neurolm,0.3090246913580247,3,0.2
Type-III,RestCog,reve,0.3461111111111111,3,0.2
Type-III,SleepEDF_full,bendr,0.20000000000000004,3,0.2
Type-III,SleepEDF_full,biot,0.20000000000000004,3,0.2
Type-III,SleepEDF_full,brainomni,0.6670215726146643,3,0.2
Type-III,SleepEDF_full,cbramod,0.6902204127264223,3,0.2
Type-III,SleepEDF_full,eegmamba,0.5262371830546079,3,0.2
Type-III,SleepEDF_full,femba,0.624536678963176,3,0.2
Type-III,SleepEDF_full,labram,0.6928294042922635,3,0.2
Type-III,SleepEDF_full,neurogpt,0.6380894192360832,3,0.2
Type-III,SleepEDF_full,neurolm,0.6848609404445418,3,0.2
Type-III,SleepEDF_full,reve,0.6806699016748947,3,0.2
Type-IV,CIRE,bendr,0.5,3,0.5
Type-IV,CIRE,biot,0.5128743010385567,3,0.5
Type-IV,CIRE,brainomni,0.5313769044365609,3,0.5
Type-IV,CIRE,cbramod,0.5261562150791482,3,0.5
Type-IV,CIRE,eegmamba,0.5283315876178375,3,0.5
Type-IV,CIRE,femba,0.5317493044652545,3,0.5
Type-IV,CIRE,labram,0.5348293560166554,3,0.5
Type-IV,CIRE,neurogpt,0.5237999239899656,3,0.5
Type-IV,CIRE,neurolm,0.5225532472910405,3,0.5
Type-IV,CIRE,reve,0.5375611710977586,3,0.5
Type-IV,DEAP_arousal,bendr,0.5,3,0.5
Type-IV,DEAP_arousal,biot,0.48371991516892693,3,0.5
Type-IV,DEAP_arousal,brainomni,0.5052268686096023,3,0.5
Type-IV,DEAP_arousal,cbramod,0.5146428943458833,3,0.5
Type-IV,DEAP_arousal,eegmamba,0.48671315398277054,3,0.5
Type-IV,DEAP_arousal,femba,0.503190361765136,3,0.5
Type-IV,DEAP_arousal,labram,0.47756231770679564,3,0.5
Type-IV,DEAP_arousal,neurogpt,0.5102982596484698,3,0.5
Type-IV,DEAP_arousal,neurolm,0.5002760546568413,3,0.5
Type-IV,DEAP_arousal,reve,0.5081165120951452,3,0.5
Type-IV,DEAP_valence,bendr,0.5,3,0.5
Type-IV,DEAP_valence,biot,0.4982132080849319,3,0.5
Type-IV,DEAP_valence,brainomni,0.5297311494530604,3,0.5
Type-IV,DEAP_valence,cbramod,0.5190526287018228,3,0.5
Type-IV,DEAP_valence,eegmamba,0.5328134002035873,3,0.5
Type-IV,DEAP_valence,femba,0.516959458887702,3,0.5
Type-IV,DEAP_valence,labram,0.5066060996591008,3,0.5
Type-IV,DEAP_valence,neurogpt,0.4937961298178055,3,0.5
Type-IV,DEAP_valence,neurolm,0.4996021152155768,3,0.5
Type-IV,DEAP_valence,reve,0.5207152621419701,3,0.5
Type-IV,EEG_SVRec,bendr,0.5,3,0.5
Type-IV,EEG_SVRec,biot,0.5027591535767961,3,0.5
Type-IV,EEG_SVRec,brainomni,0.4969965461823986,3,0.5
Type-IV,EEG_SVRec,cbramod,0.5135048594461127,3,0.5
Type-IV,EEG_SVRec,eegmamba,0.5039229335133569,3,0.5
Type-IV,EEG_SVRec,femba,0.5059623627151616,3,0.5
Type-IV,EEG_SVRec,labram,0.5097451831572714,3,0.5
Type-IV,EEG_SVRec,neurogpt,0.5078351894064493,3,0.5
Type-IV,EEG_SVRec,neurolm,0.5014889810265304,3,0.5
Type-IV,EEG_SVRec,reve,0.4988130953099481,3,0.5
Type-IV,FACED,bendr,0.1111111111111111,3,0.1111111111111111
Type-IV,FACED,biot,0.15622032288698953,3,0.1111111111111111
Type-IV,FACED,brainomni,0.20386198163975944,3,0.1111111111111111
Type-IV,FACED,cbramod,0.48116492560937,3,0.1111111111111111
Type-IV,FACED,eegmamba,0.15060145615701173,3,0.1111111111111111
Type-IV,FACED,femba,0.17410572966128524,3,0.1111111111111111
Type-IV,FACED,labram,0.15455840455840456,3,0.1111111111111111
Type-IV,FACED,neurogpt,0.1455365622032289,3,0.1111111111111111
Type-IV,FACED,neurolm,0.1697530864197531,3,0.1111111111111111
Type-IV,FACED,reve,0.20267489711934158,3,0.1111111111111111
Type-IV,MusicEEG,bendr,0.5,3,0.5
Type-IV,MusicEEG,biot,0.47484567901234565,3,0.5
Type-IV,MusicEEG,brainomni,0.4893518518518518,3,0.5
Type-IV,MusicEEG,cbramod,0.590895061728395,3,0.5
Type-IV,MusicEEG,eegmamba,0.5282407407407407,3,0.5
Type-IV,MusicEEG,femba,0.4858024691358025,3,0.5
Type-IV,MusicEEG,labram,0.5242283950617284,3,0.5
Type-IV,MusicEEG,neurogpt,0.4796296296296297,3,0.5
Type-IV,MusicEEG,neurolm,0.5191358024691358,3,0.5
Type-IV,MusicEEG,reve,0.528395061728395,3,0.5
Type-IV,SEED,bendr,0.3333333333333333,3,0.3333333333333333
Type-IV,SEED,biot,0.4297002038073627,3,0.3333333333333333
Type-IV,SEED,brainomni,0.49163045227748275,3,0.3333333333333333
Type-IV,SEED,cbramod,0.538367547403261,3,0.3333333333333333
Type-IV,SEED,eegmamba,0.47107932458094304,3,0.3333333333333333
Type-IV,SEED,femba,0.43417509019651485,3,0.3333333333333333
Type-IV,SEED,labram,0.5168998826965098,3,0.3333333333333333
Type-IV,SEED,neurogpt,0.46576804642330333,3,0.3333333333333333
Type-IV,SEED,neurolm,0.3994611060440772,3,0.3333333333333333
Type-IV,SEED,reve,0.5293359734898087,3,0.3333333333333333
Type-IV,SEED_FRA,bendr,0.3333333333333333,3,0.3333333333333333
Type-IV,SEED_FRA,biot,0.38466742173835994,3,0.3333333333333333
Type-IV,SEED_FRA,brainomni,0.42541519954182044,3,0.3333333333333333
Type-IV,SEED_FRA,cbramod,0.41747879678212757,3,0.3333333333333333
Type-IV,SEED_FRA,eegmamba,0.4086783933923522,3,0.3333333333333333
Type-IV,SEED_FRA,femba,0.39796637448302846,3,0.3333333333333333
Type-IV,SEED_FRA,labram,0.36084074921603526,3,0.3333333333333333
Type-IV,SEED_FRA,neurogpt,0.36582336630137297,3,0.3333333333333333
Type-IV,SEED_FRA,neurolm,0.3638099445167841,3,0.3333333333333333
Type-IV,SEED_FRA,reve,0.3525178730263907,3,0.3333333333333333
Type-IV,SEED_IV,bendr,0.25,3,0.25
Type-IV,SEED_IV,biot,0.25887943940297364,3,0.25
Type-IV,SEED_IV,brainomni,0.3156942329416004,3,0.25
Type-IV,SEED_IV,cbramod,0.3339083021501345,3,0.25
Type-IV,SEED_IV,eegmamba,0.2883135771609248,3,0.25
Type-IV,SEED_IV,femba,0.30296830230746563,3,0.25
Type-IV,SEED_IV,labram,0.30664105831908955,3,0.25
Type-IV,SEED_IV,neurogpt,0.29158997463086583,3,0.25
Type-IV,SEED_IV,neurolm,0.2746892331924327,3,0.25
Type-IV,SEED_IV,reve,0.29726416865881505,3,0.25
Type-IV,SEED_V,bendr,0.20000000000000004,3,0.2
Type-IV,SEED_V,biot,0.25664311491379327,3,0.2
Type-IV,SEED_V,brainomni,0.23549431162032455,3,0.2
Type-IV,SEED_V,cbramod,0.23441068674786025,3,0.2
Type-IV,SEED_V,eegmamba,0.20408006426107794,3,0.2
Type-IV,SEED_V,femba,0.2896102909829963,3,0.2
Type-IV,SEED_V,labram,0.24130372846889844,3,0.2
Type-IV,SEED_V,neurogpt,0.24188336246687384,3,0.2
Type-IV,SEED_V,neurolm,0.2095100399265726,3,0.2
Type-IV,SEED_V,reve,0.2569284583876879,3,0.2
Type-IV,SEED_VIG,bendr,0.3333333333333333,3,0.3333333333333333
Type-IV,SEED_VIG,biot,0.3333333333333333,3,0.3333333333333333
Type-IV,SEED_VIG,brainomni,0.43209333803972355,3,0.3333333333333333
Type-IV,SEED_VIG,cbramod,0.43970284561777945,3,0.3333333333333333
Type-IV,SEED_VIG,eegmamba,0.34987877096725867,3,0.3333333333333333
Type-IV,SEED_VIG,femba,0.4142536069422324,3,0.3333333333333333
Type-IV,SEED_VIG,labram,0.4370477991435062,3,0.3333333333333333
Type-IV,SEED_VIG,neurogpt,0.43232741091855487,3,0.3333333333333333
Type-IV,SEED_VIG,neurolm,0.3604940380386965,3,0.3333333333333333
Type-IV,SEED_VIG,reve,0.41789908912593865,3,0.3333333333333333
Type-IV,SEED_VII,bendr,0.14285714285714285,3,0.14285714285714285
Type-IV,SEED_VII,biot,0.15949119534798162,3,0.14285714285714285
Type-IV,SEED_VII,brainomni,0.1849984727849948,3,0.14285714285714285
Type-IV,SEED_VII,cbramod,0.17623407273626215,3,0.14285714285714285
Type-IV,SEED_VII,eegmamba,0.18123654661352662,3,0.14285714285714285
Type-IV,SEED_VII,femba,0.18921969905025302,3,0.14285714285714285
Type-IV,SEED_VII,labram,0.1866852226559693,3,0.14285714285714285
Type-IV,SEED_VII,neurogpt,0.17614060935431433,3,0.14285714285714285
Type-IV,SEED_VII,neurolm,0.16125588343662753,3,0.14285714285714285
Type-IV,SEED_VII,reve,0.19053766816524567,3,0.14285714285714285
Type-IV,Workload,bendr,0.3333333333333333,3,0.3333333333333333
Type-IV,Workload,biot,0.4664429530201342,3,0.3333333333333333
Type-IV,Workload,brainomni,0.4440715883668904,3,0.3333333333333333
Type-IV,Workload,cbramod,0.4697986577181208,3,0.3333333333333333
Type-IV,Workload,eegmamba,0.4056674123788218,3,0.3333333333333333
Type-IV,Workload,femba,0.41088739746457864,3,0.3333333333333333
Type-IV,Workload,labram,0.4780014914243102,3,0.3333333333333333
Type-IV,Workload,neurogpt,0.3579418344519016,3,0.3333333333333333
Type-IV,Workload,neurolm,0.4958985831469052,3,0.3333333333333333
Type-IV,Workload,reve,0.4090231170768084,3,0.3333333333333333
Type-V,Broderick_CP,bendr,0.3333333333333333,3,0.5
Type-V,Broderick_CP,biot,0.34582035690977125,3,0.5
Type-V,Broderick_CP,brainomni,0.4293709648949828,3,0.5
Type-V,Broderick_CP,cbramod,0.384195979551388,3,0.5
Type-V,Broderick_CP,eegmamba,0.49768511880090066,3,0.5
Type-V,Broderick_CP,femba,0.3578358598036222,3,0.5
Type-V,Broderick_CP,labram,0.46540147844617863,3,0.5
Type-V,Broderick_CP,neurogpt,0.3444546780708941,3,0.5
Type-V,Broderick_CP,neurolm,0.4484078776244835,3,0.5
Type-V,Broderick_CP,reve,0.39906862626554673,3,0.5
Type-V,Broderick_Rev,bendr,0.5,3,0.5
Type-V,Broderick_Rev,biot,0.48081267505902753,3,0.5
Type-V,Broderick_Rev,brainomni,0.466081844940673,3,0.5
Type-V,Broderick_Rev,cbramod,0.5798092239686167,3,0.5
Type-V,Broderick_Rev,eegmamba,0.5000010364753956,3,0.5
Type-V,Broderick_Rev,femba,0.4992076008483535,3,0.5
Type-V,Broderick_Rev,labram,0.4639597975828064,3,0.5
Type-V,Broderick_Rev,neurogpt,0.4653273890551118,3,0.5
Type-V,Broderick_Rev,neurolm,0.4917992014882262,3,0.5
Type-V,Broderick_Rev,reve,0.7097606614621949,3,0.5
Type-V,ChineseEEG2_RA_Tone,bendr,0.25,3,0.25
Type-V,ChineseEEG2_RA_Tone,biot,0.2525629182202481,3,0.25
Type-V,ChineseEEG2_RA_Tone,brainomni,0.25165900227653765,3,0.25
Type-V,ChineseEEG2_RA_Tone,cbramod,0.25275935929485843,3,0.25
Type-V,ChineseEEG2_RA_Tone,eegmamba,0.2524025315735304,3,0.25
Type-V,ChineseEEG2_RA_Tone,femba,0.24992913583841062,3,0.25
Type-V,ChineseEEG2_RA_Tone,labram,0.2501391437031655,3,0.25
Type-V,ChineseEEG2_RA_Tone,neurogpt,0.24969698338619004,3,0.25
Type-V,ChineseEEG2_RA_Tone,neurolm,0.2516952943627596,3,0.25
Type-V,ChineseEEG2_RA_Tone,reve,0.25007143736614507,3,0.25
Type-V,Things_EEG2,bendr,0.5,3,0.5
Type-V,Things_EEG2,biot,0.5,3,0.5
Type-V,Things_EEG2,brainomni,0.5020714852476127,3,0.5
Type-V,Things_EEG2,cbramod,0.5030827999704935,3,0.5
Type-V,Things_EEG2,eegmamba,0.5,3,0.5
Type-V,Things_EEG2,femba,0.5015413999852468,3,0.5
Type-V,Things_EEG2,labram,0.5,3,0.5
Type-V,Things_EEG2,neurogpt,0.5015413999852468,3,0.5
Type-V,Things_EEG2,neurolm,0.5,3,0.5
Type-V,Things_EEG2,reve,0.5,3,0.5
Type-VI,BCIC2A,bendr,0.25,3,0.25
Type-VI,BCIC2A,biot,0.25,3,0.25
Type-VI,BCIC2A,brainomni,0.3032407407407407,3,0.25
Type-VI,BCIC2A,cbramod,0.3287037037037037,3,0.25
Type-VI,BCIC2A,eegmamba,0.2887731481481482,3,0.25
