category,dataset,model,mean_accuracy,n_seed,chance_level
Type-III,HMC,neurolm,0.6590826536404261,3,0.2
Type-III,HMC,reve,0.4931217806147516,3,0.2
Type-III,ISRUC_S1,biot,0.2,1,0.2
Type-III,ISRUC_S1,brainomni,0.6130029502260135,1,0.2
Type-III,ISRUC_S1,cbramod,0.2,1,0.2
Type-III,ISRUC_S1,reve,0.40691433136173716,1,0.2
Type-III,PEARL_Neuro,bendr,0.3351702262309168,3,0.3333333333333333
Type-III,PEARL_Neuro,biot,0.4212115127162815,3,0.3333333333333333
Type-III,PEARL_Neuro,brainomni,0.43457500120805964,3,0.3333333333333333
Type-III,PEARL_Neuro,cbramod,0.3828669960980635,3,0.3333333333333333
Type-III,PEARL_Neuro,eegmamba,0.37299387842629567,3,0.3333333333333333
Type-III,PEARL_Neuro,femba,0.43668746635430633,3,0.3333333333333333
Type-III,PEARL_Neuro,labram,0.4197205177067742,3,0.3333333333333333
Type-III,PEARL_Neuro,neurogpt,0.4166556808145007,3,0.3333333333333333
Type-III,PEARL_Neuro,neurolm,0.42870053094115557,3,0.3333333333333333
Type-III,PEARL_Neuro,reve,0.36827878705020417,3,0.3333333333333333
Type-III,RestCog,bendr,0.20582193288643644,3,0.2
Type-III,RestCog,biot,0.36770893399457333,3,0.2
Type-III,RestCog,brainomni,0.3497099084485022,3,0.2
Type-III,RestCog,cbramod,0.30501524294638055,3,0.2
Type-III,RestCog,eegmamba,0.23429100839843384,3,0.2
Type-III,RestCog,femba,0.32404326344625695,3,0.2
Type-III,RestCog,labram,0.34073712232538744,3,0.2
Type-III,RestCog,neurogpt,0.2922413794499707,3,0.2
Type-III,RestCog,neurolm,0.3351710549006676,3,0.2
Type-III,RestCog,reve,0.2365271418901945,3,0.2
Type-IV,CIRE,bendr,0.509640160793357,3,0.5
Type-IV,CIRE,biot,0.5268731913424437,3,0.5
Type-IV,CIRE,brainomni,0.5408033329124962,3,0.5
Type-IV,CIRE,cbramod,0.5376020094634631,3,0.5
Type-IV,CIRE,eegmamba,0.5355855443994022,3,0.5
Type-IV,CIRE,femba,0.5519115324284941,3,0.5
Type-IV,CIRE,labram,0.5063564304229281,3,0.5
Type-IV,CIRE,neurogpt,0.5449411264257632,3,0.5
Type-IV,CIRE,neurolm,0.5062976482322173,3,0.5
Type-IV,CIRE,reve,0.5044855921915328,3,0.5
Type-IV,SEED,bendr,,3,0.3333333333333333
Type-IV,SEED,biot,0.4774268876472377,3,0.3333333333333333
Type-IV,SEED,brainomni,0.5197948800564042,3,0.3333333333333333
Type-IV,SEED,cbramod,0.4270731616769541,3,0.3333333333333333
Type-IV,SEED,eegmamba,0.4314000242413288,3,0.3333333333333333
Type-IV,SEED,femba,0.47205880172212494,3,0.3333333333333333
Type-IV,SEED,labram,0.47848584314174863,3,0.3333333333333333
Type-IV,SEED,neurogpt,0.4274275828803373,3,0.3333333333333333
Type-IV,SEED,neurolm,0.5354755167517271,3,0.3333333333333333
Type-IV,SEED,reve,0.3491494365872132,3,0.3333333333333333
Type-IV,SEED_FRA,bendr,0.9967355821545159,3,0.3333333333333333
Type-IV,SEED_FRA,biot,1.0,3,0.3333333333333333
Type-IV,SEED_FRA,brainomni,1.0,3,0.3333333333333333
Type-IV,SEED_FRA,cbramod,1.0,3,0.3333333333333333
Type-IV,SEED_FRA,eegmamba,1.0,3,0.3333333333333333
Type-IV,SEED_FRA,femba,1.0,3,0.3333333333333333
Type-IV,SEED_FRA,labram,1.0,3,0.3333333333333333
Type-IV,SEED_FRA,neurogpt,1.0,3,0.3333333333333333
Type-IV,SEED_FRA,neurolm,1.0,3,0.3333333333333333
Type-IV,SEED_FRA,reve,1.0,3,0.3333333333333333
Type-IV,SEED_VII,bendr,0.14924229251483498,3,0.14285714285714285
Type-IV,SEED_VII,biot,0.16478192513266435,3,0.14285714285714285
Type-IV,SEED_VII,brainomni,0.20547531433635816,3,0.14285714285714285
Type-IV,SEED_VII,cbramod,0.18225164396621604,3,0.14285714285714285
Type-IV,SEED_VII,eegmamba,0.17316378471562976,3,0.14285714285714285
Type-IV,SEED_VII,femba,0.19036973767882612,3,0.14285714285714285
Type-IV,SEED_VII,labram,0.1963093340468188,3,0.14285714285714285
Type-IV,SEED_VII,neurogpt,0.18120501842347428,3,0.14285714285714285
Type-IV,SEED_VII,neurolm,0.18500463089911182,3,0.14285714285714285
Type-IV,SEED_VII,reve,0.15019012778324542,3,0.14285714285714285
Type-IV,Workload,bendr,,3,0.3333333333333333
Type-IV,Workload,biot,,3,0.3333333333333333
Type-IV,Workload,brainomni,,3,0.3333333333333333
Type-IV,Workload,cbramod,0.3333333333333333,3,0.3333333333333333
Type-IV,Workload,eegmamba,0.3340790454884415,3,0.3333333333333333
Type-IV,Workload,femba,,3,0.3333333333333333
Type-IV,Workload,labram,0.3354958985831469,3,0.3333333333333333
Type-IV,Workload,neurogpt,,3,0.3333333333333333
Type-IV,Workload,neurolm,0.35647526721352224,3,0.3333333333333333
Type-IV,Workload,reve,,3,0.3333333333333333
Type-V,Broderick_CP,bendr,0.5010053157338167,3,0.5
Type-V,Broderick_CP,biot,0.6085674506508548,3,0.5
Type-V,Broderick_CP,brainomni,0.5814359247929098,3,0.5
Type-V,Broderick_CP,cbramod,0.5451205953999546,3,0.5
Type-V,Broderick_CP,eegmamba,0.5111786593272402,3,0.5
Type-V,Broderick_CP,femba,0.5827466827806732,3,0.5
Type-V,Broderick_CP,labram,0.6006218606012539,3,0.5
Type-V,Broderick_CP,neurogpt,0.5172181071707329,3,0.5
Type-V,Broderick_CP,neurolm,0.5399956252989904,3,0.5
Type-V,Broderick_CP,reve,,3,0.5
Type-V,Broderick_Rev,bendr,0.5001688255402249,3,0.5
Type-V,Broderick_Rev,biot,0.5554542797465181,3,0.5
Type-V,Broderick_Rev,brainomni,0.5135985624626781,3,0.5
Type-V,Broderick_Rev,cbramod,0.5,3,0.5
Type-V,Broderick_Rev,eegmamba,,3,0.5
Type-V,Broderick_Rev,femba,0.5741329083774849,3,0.5
Type-V,Broderick_Rev,labram,0.5888761427120143,3,0.5
Type-V,Broderick_Rev,neurogpt,0.5,3,0.5
Type-V,Broderick_Rev,neurolm,0.5770673835655474,3,0.5
Type-V,Broderick_Rev,reve,0.6528441897557951,3,0.5
Type-V,ChineseEEG2_RA_Tone,bendr,,3,0.25
Type-V,ChineseEEG2_RA_Tone,biot,,3,0.25
Type-V,ChineseEEG2_RA_Tone,brainomni,,3,0.25
Type-V,ChineseEEG2_RA_Tone,cbramod,,3,0.25
Type-V,ChineseEEG2_RA_Tone,eegmamba,,3,0.25
Type-V,ChineseEEG2_RA_Tone,femba,,3,0.25
Type-V,ChineseEEG2_RA_Tone,labram,,3,0.25
Type-V,ChineseEEG2_RA_Tone,neurogpt,,3,0.25
Type-V,ChineseEEG2_RA_Tone,neurolm,,3,0.25
Type-V,ChineseEEG2_RA_Tone,reve,0.28169982766920537,3,0.25
Type-VI,BCIC2A,bendr,,3,0.25
Type-VI,BCIC2A,biot,0.25,3,0.25
Type-VI,BCIC2A,brainomni,0.3142651271107783,3,0.25
Type-VI,BCIC2A,cbramod,0.27454552519999653,3,0.25
Type-VI,BCIC2A,eegmamba,0.28744002850963485,3,0.25
Type-VI,BCIC2A,femba,0.319460873795899,3,0.25
Type-VI,BCIC2A,labram,0.2725859445345379,3,0.25
Type-VI,BCIC2A,neurogpt,0.30002780742446283,3,0.25
Type-VI,BCIC2A,neurolm,0.296815101901206,3,0.25
Type-VI,BCIC2A,reve,0.252322280381436,3,0.25
Type-VI,BCI_Speech,bendr,0.2014223118194105,3,0.2
Type-VI,BCI_Speech,biot,0.20885192243717673,3,0.2
Type-VI,BCI_Speech,brainomni,,3,0.2
Type-VI,BCI_Speech,cbramod,0.22426570884341937,3,0.2
Type-VI,BCI_Speech,eegmamba,0.2123672434106041,3,0.2
Type-VI,BCI_Speech,femba,0.2041400804646909,3,0.2
Type-VI,BCI_Speech,labram,0.2178797486897686,3,0.2
Type-VI,BCI_Speech,neurogpt,0.20576393432403747,3,0.2
Type-VI,BCI_Speech,neurolm,0.23396974635047618,3,0.2
Type-VI,BCI_Speech,reve,,3,0.2
Type-VI,DUAL_FREQ_SSVEP,bendr,,3,0.025
Type-VI,DUAL_FREQ_SSVEP,biot,0.02836491055241055,3,0.025
Type-VI,DUAL_FREQ_SSVEP,brainomni,0.054140469416204706,3,0.025
Type-VI,DUAL_FREQ_SSVEP,cbramod,0.02919312169312169,3,0.025
Type-VI,DUAL_FREQ_SSVEP,eegmamba,0.02525132275132275,3,0.025
Type-VI,DUAL_FREQ_SSVEP,femba,0.03550556265629795,3,0.025
Type-VI,DUAL_FREQ_SSVEP,labram,,3,0.025
Type-VI,DUAL_FREQ_SSVEP,neurogpt,,3,0.025
Type-VI,DUAL_FREQ_SSVEP,neurolm,0.037058843933843934,3,0.025
Type-VI,DUAL_FREQ_SSVEP,reve,0.03214803714803715,3,0.025
Type-VI,ExoEEG_WalkStop,reve,0.500183232353339,1,0.5
Type-VI,Physionet_MI,bendr,0.27666287354886804,3,0.25
Type-VI,Physionet_MI,biot,0.25147849734220135,3,0.25
Type-VI,Physionet_MI,brainomni,0.34498940161291797,3,0.25
Type-VI,Physionet_MI,cbramod,0.2541645244848978,3,0.25
Type-VI,Physionet_MI,eegmamba,0.26492592212263916,3,0.25
Type-VI,Physionet_MI,femba,0.25698676732042797,3,0.25
Type-VI,Physionet_MI,labram,0.26755275320199917,3,0.25
Type-VI,Physionet_MI,neurogpt,0.27722961402560264,3,0.25
Type-VI,Physionet_MI,neurolm,0.28379967620670704,3,0.25
Type-VI,Physionet_MI,reve,0.2617761397449898,3,0.25
Type-VI,SHU_MI,bendr,,3,0.5
Type-VI,SHU_MI,biot,0.5206736444908557,3,0.5
Type-VI,SHU_MI,brainomni,0.5662176958160688,3,0.5
Type-VI,SHU_MI,cbramod,0.5079021054714561,3,0.5
Type-VI,SHU_MI,eegmamba,0.5091016871561461,3,0.5
Type-VI,SHU_MI,femba,0.5248268763443827,3,0.5
Type-VI,SHU_MI,labram,,3,0.5
Type-VI,SHU_MI,neurogpt,0.5010096968167833,3,0.5
Type-VI,SHU_MI,neurolm,0.5160594561836384,3,0.5
Type-VI,SHU_MI,reve,,3,0.5
Type-VI,SSVEP,bendr,0.011607142857142858,3,0.00625
Type-VI,SSVEP,biot,0.006250000000000001,3,0.00625
Type-VI,SSVEP,brainomni,0.019642857142857142,3,0.00625
Type-VI,SSVEP,cbramod,0.006845238095238094,3,0.00625
Type-VI,SSVEP,eegmamba,0.011607142857142856,3,0.00625
Type-VI,SSVEP,femba,0.007440476190476189,3,0.00625
Type-VI,SSVEP,labram,0.007142857142857143,3,0.00625
Type-VI,SSVEP,neurogpt,0.006845238095238095,3,0.00625
Type-VI,SSVEP,neurolm,0.025892857142857138,3,0.00625
Type-VI,SSVEP,reve,,3,0.00625
