category,category_label,dataset,dataset_exp_name,result_dir,seed,model,model_label,accuracy,chance_level,summary_path
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,42,brainomni,BrainOmni,0.50592796489413,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,42,cbramod,CBraMod,0.708385501855556,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,42,eegmamba,EEGMamba,0.4999619569352507,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,42,femba,FEMBA,0.49570225921778954,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,42,labram,LaBraM,0.5405971275460152,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,42,neurogpt,NeuroGPT,0.4957499818788952,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,42,neurolm,NeuroLM,0.556908598047783,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,42,reve,REVE,0.5561322043772485,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,biot,BIOT,0.547669865623914,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,brainomni,BrainOmni,0.5540752166762681,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,cbramod,CBraMod,0.6288536074279035,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,eegmamba,EEGMamba,0.5003823995508908,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,femba,FEMBA,0.5726861010974362,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,labram,LaBraM,0.6714936477585521,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,neurogpt,NeuroGPT,0.5166921485318675,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,neurolm,NeuroLM,0.6142758970490358,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,10,reve,REVE,0.6175155517296075,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,biot,BIOT,0.6722698984284593,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,brainomni,BrainOmni,0.5365616491835026,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,cbramod,CBraMod,0.593716325629414,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,eegmamba,EEGMamba,0.4976188869444718,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,femba,FEMBA,0.6373066106150168,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,labram,LaBraM,0.5009350665401399,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,neurogpt,NeuroGPT,0.6215888877029989,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,neurolm,NeuroLM,0.4871739028952783,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Type-II,Biometrics & Disease,LEMON_gender,LEMON_gender,LEMON_gender_cross_subject_linear_downsample,5,reve,REVE,0.6225630689740898,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_gender_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,biot,BIOT,0.44478750725000094,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,brainomni,BrainOmni,0.46788928371105576,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,cbramod,CBraMod,0.5370164547343814,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,eegmamba,EEGMamba,0.5104152523531115,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,femba,FEMBA,0.4740426960081943,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,labram,LaBraM,0.4568630007910577,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,neurogpt,NeuroGPT,0.452724921513744,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,neurolm,NeuroLM,0.5347430943888173,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,42,reve,REVE,0.5135225257337148,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,biot,BIOT,0.5191410320765754,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,brainomni,BrainOmni,0.4740571527336262,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,cbramod,CBraMod,0.47128617729182043,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,eegmamba,EEGMamba,0.5007848648897697,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,femba,FEMBA,0.503119394123088,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,labram,LaBraM,0.5182108689228304,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,neurogpt,NeuroGPT,0.5,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,neurolm,NeuroLM,0.4812854273652968,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,10,reve,REVE,0.4699307647492136,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,bendr,BENDR,0.5,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,biot,BIOT,0.4699281378333458,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,brainomni,BrainOmni,0.49257367745767044,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,cbramod,CBraMod,0.5046580722919463,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,eegmamba,EEGMamba,0.5006525501512861,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,femba,FEMBA,0.5517972650495496,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,labram,LaBraM,0.5513493984811066,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,neurogpt,NeuroGPT,0.43953668289308334,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,neurolm,NeuroLM,0.5372471210753916,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Type-II,Biometrics & Disease,LEMON_extraversial,LEMON_extraversion,LEMON_extraversion_cross_subject_linear_downsample,5,reve,REVE,0.5325517375711721,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/LEMON_extraversion_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
