category,category_label,dataset,dataset_exp_name,result_dir,seed,model,model_label,accuracy,chance_level,summary_path
Type-I,Signal Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample,5,eegmamba,EEGMamba,0.6272178296229581,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Type-I,Signal Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample,5,femba,FEMBA,0.7313989298030883,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Type-I,Signal Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample,5,labram,LaBraM,0.680541963997044,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Type-I,Signal Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample,5,neurogpt,NeuroGPT,0.7248473174834111,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Type-I,Signal Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample,5,neurolm,NeuroLM,0.6701239261465983,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Type-I,Signal Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability,Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample,5,reve,REVE,0.6942072970070667,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Longitudinal_EEG_Reliability_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,bendr,BENDR,0.505251312828207,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,biot,BIOT,0.6361590397599399,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,brainomni,BrainOmni,0.5875843960990248,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,cbramod,CBraMod,0.6134658664666166,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,eegmamba,EEGMamba,0.5723930982745686,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,femba,FEMBA,0.5465116279069768,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,labram,LaBraM,0.5740810202550638,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,neurogpt,NeuroGPT,0.5819579894973743,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,neurolm,NeuroLM,0.6310952738184545,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,42,reve,REVE,0.5228807201800449,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,bendr,BENDR,0.5068775790921596,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,biot,BIOT,0.6389270976616231,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,brainomni,BrainOmni,0.6088376891334251,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,cbramod,CBraMod,0.6234525447042641,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,eegmamba,EEGMamba,0.6224209078404401,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,femba,FEMBA,0.5515818431911967,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,labram,LaBraM,0.5713548830811555,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,neurogpt,NeuroGPT,0.5873452544704264,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,neurolm,NeuroLM,0.6299862448418156,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,10,reve,REVE,0.5354195323246218,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,bendr,BENDR,0.48567193675889325,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,biot,BIOT,0.6403162055335969,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,brainomni,BrainOmni,0.5854743083003953,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,cbramod,CBraMod,0.6245059288537549,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,eegmamba,EEGMamba,0.6001317523056654,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,femba,FEMBA,0.5604413702239789,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,labram,LaBraM,0.6124835309617919,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,neurogpt,NeuroGPT,0.5970026350461133,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,neurolm,NeuroLM,0.6345520421607378,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Type-I,Signal Reliability,HFO,HFO,HFO_within_subject_linear_downsample,5,reve,REVE,0.519927536231884,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/HFO_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,bendr,BENDR,0.5312156670328849,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,biot,BIOT,0.9784268967797677,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,brainomni,BrainOmni,0.990533434310034,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,cbramod,CBraMod,0.8164712909728964,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,eegmamba,EEGMamba,0.8124180008746573,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,femba,FEMBA,0.9607044191528624,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,labram,LaBraM,0.9348273618414737,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,neurogpt,NeuroGPT,0.810300690125972,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,neurolm,NeuroLM,0.9110356156201,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,42,reve,REVE,0.5879137289202248,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,bendr,BENDR,0.5092427581697968,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,biot,BIOT,0.9849627231601481,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,brainomni,BrainOmni,0.9889434889434889,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,cbramod,CBraMod,0.818387447142812,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,eegmamba,EEGMamba,0.8010618890447216,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,femba,FEMBA,0.9613259377207874,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,labram,LaBraM,0.9413746559669307,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,neurogpt,NeuroGPT,0.807626198184138,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,neurolm,NeuroLM,0.9303339625228038,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,10,reve,REVE,0.6074437683879744,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,bendr,BENDR,0.5560606060606061,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,biot,BIOT,0.978030303030303,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,brainomni,BrainOmni,0.9774891774891775,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,cbramod,CBraMod,0.8098484848484848,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,eegmamba,EEGMamba,0.7586580086580086,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,femba,FEMBA,0.9510822510822511,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,labram,LaBraM,0.9378787878787879,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,neurogpt,NeuroGPT,0.830952380952381,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Type-III,Consciousness & State,Awakening,Awakening,Awakening_balanced_within_subject_linear_downsample,5,neurolm,NeuroLM,0.9337662337662338,0.5,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
