dataset_folder,max_f1,min_f1,mean_f1,std_f1
Physionet_MI_wsn_cross_subject_linear_downsample,0.3844764643216809,0.17217972564282458,0.25372279328166664,0.05540105653349617
RestCog_wsn_cross_subject_linear_downsample,0.3293858615020516,0.1534624969926291,0.2574704351585342,0.0636571458702324
SEEDIV_cross_subject_linear_downsample,0.30193335764178625,0.1729883056019719,0.24075307301623913,0.03712436235400908
SEED_FRA_cross_subject_linear_downsample,0.4126883843584013,0.13470452483019088,0.3011149891187178,0.08092661708210161
SEED_VIG_wsn_cross_subject_linear_downsample,0.4473332030078936,0.20651869075677354,0.35005876484041915,0.07533057402929336
SEED_VII_cross_subject_linear_downsample,0.16750915703022928,0.12028244333172704,0.1490095719328604,0.015161669697330037
SEED_V_cross_subject_linear_downsample,0.22783125078184466,0.18685788860741284,0.20231569939249433,0.013362626772176034
SEED_cross_subject_linear_downsample,0.505401757071198,0.3176906007052196,0.4126475828224322,0.060951644042288616
SHU_MI_cross_subject_linear_downsample,0.5089239082563709,0.4479187047854795,0.4821335126146343,0.019996497550634415
SSVEP_wsn_cross_subject_linear_downsample,0.021257824988255795,7.763975155279502e-05,0.006175698203345974,0.006609674028934683
Siena_EEG_cross_subject_linear_downsample,0.5088917201142128,0.37331692265430433,0.46086105373147956,0.040468972241971775
SleepEDF_full_cross_subject_linear_downsample,0.6139863719020169,0.09190152492655101,0.4424369761616215,0.18578944618123794
TDBRAIN_cross_subject_linear_downsample,0.365406058321923,0.18129815802899132,0.3063855110876417,0.058194215344629784
TUAB_cross_subject_linear_downsample,0.7832462661878631,0.31505621648712606,0.6630730423686838,0.130800207965234
TUEP_cross_subject_linear_downsample,0.57597307670734,0.43847662715698593,0.5206271666550908,0.052058621227974194
TUEV_cross_subject_linear_downsample,0.5638810013662536,0.13247974168528684,0.3182017582291835,0.12680568361974145
TUSL_cross_subject_linear_downsample,0.5613636363636364,0.26593279238206774,0.38450356193347857,0.08488887196908142
Things_EEG2_cross_subject_linear_downsample,0.36245450606733987,0.1648373578128118,0.29021389012663573,0.07879815915895255
Workload_cross_subject_linear_downsample,0.457555768222192,0.3193729762672835,0.3864446514339207,0.04928191965241025
