dataset_folder,model,seed_folder,dataset_exp_name,participation_method,seed_num,score,chance_level,chance_source,category_en,category_ch,subtype,dataset_name,path
Awakening_balanced_within_subject_linear_downsample,cbramod,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.8164712909728964,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Awakening_balanced_within_subject_linear_downsample,cbramod,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.8098484848484848,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Awakening_balanced_within_subject_linear_downsample,eegmamba,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.8010618890447216,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_within_subject_linear_downsample,eegmamba,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.8124180008746573,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_within_subject_linear_downsample,eegmamba,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.7586580086580086,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_within_subject_linear_downsample,femba,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.9613259377207874,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Awakening_balanced_within_subject_linear_downsample,femba,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.9607044191528624,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
Awakening_balanced_within_subject_linear_downsample,femba,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.9510822510822511,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
Awakening_balanced_within_subject_linear_downsample,labram,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.9413746559669307,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Awakening_balanced_within_subject_linear_downsample,labram,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.9348273618414737,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
Awakening_balanced_within_subject_linear_downsample,labram,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.9378787878787879,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
Awakening_balanced_within_subject_linear_downsample,neurogpt,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.807626198184138,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Awakening_balanced_within_subject_linear_downsample,neurogpt,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.810300690125972,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
Awakening_balanced_within_subject_linear_downsample,neurogpt,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.830952380952381,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
Awakening_balanced_within_subject_linear_downsample,neurolm,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.9303339625228038,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Awakening_balanced_within_subject_linear_downsample,neurolm,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.9110356156201,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
Awakening_balanced_within_subject_linear_downsample,neurolm,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.9337662337662338,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
Awakening_balanced_within_subject_linear_downsample,reve,seed_10_downsample_t40,Awakening_balanced,within_subject,10,0.6074437683879744,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Awakening_balanced_within_subject_linear_downsample,reve,seed_42_downsample_t40,Awakening_balanced,within_subject,42,0.5879137289202248,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
Awakening_balanced_within_subject_linear_downsample,reve,seed_5_downsample_t40,Awakening_balanced,within_subject,5,0.6391774891774892,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
BCIC2A_wsn_within_subject_linear_downsample,bendr,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.2443614554777709,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
BCIC2A_wsn_within_subject_linear_downsample,bendr,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2446373885706951,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
BCIC2A_wsn_within_subject_linear_downsample,bendr,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.2299636414055821,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
BCIC2A_wsn_within_subject_linear_downsample,biot,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.25,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
BCIC2A_wsn_within_subject_linear_downsample,biot,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.25,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
BCIC2A_wsn_within_subject_linear_downsample,biot,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.25,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
BCIC2A_wsn_within_subject_linear_downsample,brainomni,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.3078844448059257,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
BCIC2A_wsn_within_subject_linear_downsample,brainomni,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.3201590463040844,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
BCIC2A_wsn_within_subject_linear_downsample,brainomni,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.3147518902223248,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
BCIC2A_wsn_within_subject_linear_downsample,cbramod,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.2628113188701888,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
BCIC2A_wsn_within_subject_linear_downsample,cbramod,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2825843900271381,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
BCIC2A_wsn_within_subject_linear_downsample,cbramod,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.2782408667026627,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
BCIC2A_wsn_within_subject_linear_downsample,eegmamba,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.281305847505544,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,eegmamba,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2911672864414929,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,eegmamba,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.2898469515818676,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,femba,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.3030081743349941,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,femba,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.3308805869874572,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,femba,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.3244938600652456,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
BCIC2A_wsn_within_subject_linear_downsample,labram,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.28521290347390094,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
BCIC2A_wsn_within_subject_linear_downsample,labram,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2615873530296994,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
BCIC2A_wsn_within_subject_linear_downsample,labram,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.27095757710001334,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurogpt,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.31414411270410525,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurogpt,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2829511040539566,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurogpt,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.3029882055153267,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurolm,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.32027973458806647,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurolm,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2773899788313207,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
BCIC2A_wsn_within_subject_linear_downsample,neurolm,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.2927755922842309,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
BCIC2A_wsn_within_subject_linear_downsample,reve,seed_10_downsample_t40,BCIC2A_wsn,within_subject,10,0.2486244083556844,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
BCIC2A_wsn_within_subject_linear_downsample,reve,seed_42_downsample_t40,BCIC2A_wsn,within_subject,42,0.2740001815333274,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
BCIC2A_wsn_within_subject_linear_downsample,reve,seed_5_downsample_t40,BCIC2A_wsn,within_subject,5,0.2343422512552962,0.25,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCIC2A_wsn_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
BCI_Speech_within_subject_linear_downsample,bendr,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.21386173476892548,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
BCI_Speech_within_subject_linear_downsample,bendr,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.1947073489914544,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
BCI_Speech_within_subject_linear_downsample,bendr,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.1956978516978517,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
BCI_Speech_within_subject_linear_downsample,biot,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.2102602154023078,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
BCI_Speech_within_subject_linear_downsample,biot,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.19469776951143997,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
BCI_Speech_within_subject_linear_downsample,biot,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.22159778239778238,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
BCI_Speech_within_subject_linear_downsample,brainomni,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.22139949879647797,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
BCI_Speech_within_subject_linear_downsample,brainomni,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.19356974791163903,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
BCI_Speech_within_subject_linear_downsample,brainomni,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.1810914298914299,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
BCI_Speech_within_subject_linear_downsample,cbramod,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.21532667658067303,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
BCI_Speech_within_subject_linear_downsample,cbramod,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.24356608404521923,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
BCI_Speech_within_subject_linear_downsample,cbramod,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.21390436590436587,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
BCI_Speech_within_subject_linear_downsample,eegmamba,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.20554246992560876,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
BCI_Speech_within_subject_linear_downsample,eegmamba,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.2130790570260003,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
BCI_Speech_within_subject_linear_downsample,eegmamba,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.21848020328020326,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
BCI_Speech_within_subject_linear_downsample,femba,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.20053664900461038,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
BCI_Speech_within_subject_linear_downsample,femba,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.1949438834497534,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
BCI_Speech_within_subject_linear_downsample,femba,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.21693970893970893,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
BCI_Speech_within_subject_linear_downsample,labram,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.23173231644219242,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
BCI_Speech_within_subject_linear_downsample,labram,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.2198040883242721,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
BCI_Speech_within_subject_linear_downsample,labram,seed_5_downsample_t40,BCI_Speech,within_subject,5,0.2021028413028413,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
BCI_Speech_within_subject_linear_downsample,neurogpt,seed_10_downsample_t40,BCI_Speech,within_subject,10,0.1899545850951721,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
BCI_Speech_within_subject_linear_downsample,neurogpt,seed_42_downsample_t40,BCI_Speech,within_subject,42,0.21482421256393494,0.2,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/BCI_Speech_within_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
