dataset_folder,dataset_exp_name,participation_method,model,n_seeds,mean_score,std_score,chance_level,chance_source,category_en,category_ch,subtype,t_stat,p_raw,cohens_d,above_chance,p_holm_global,p_holm_within_dataset
BETA_SSVEP_wsn_within_subject_linear_downsample,BETA_SSVEP_wsn,within_subject,femba,3,0.032663513690987106,0.006797746405048689,0.025,balanced_chance,Unknown,Unknown,Unknown,1.9526464046130136,0.19010285028771554,1.1273609273354783,True,1.0,0.7604114011508621
BETA_SSVEP_wsn_within_subject_linear_downsample,BETA_SSVEP_wsn,within_subject,labram,3,0.01712102641917893,0.0008442068810196666,0.025,balanced_chance,Unknown,Unknown,Unknown,-16.165211229967543,0.0038049853527278004,-9.332989055128921,False,0.7762170119564713,0.030439882821822403
BETA_SSVEP_wsn_within_subject_linear_downsample,BETA_SSVEP_wsn,within_subject,neurogpt,3,0.006025351781032275,0.0014300147930718637,0.025,balanced_chance,Unknown,Unknown,Unknown,-22.982318036304967,0.0018879092762015,-13.268847504862265,False,0.407788403659524,0.0169911834858135
BETA_SSVEP_wsn_within_subject_linear_downsample,BETA_SSVEP_wsn,within_subject,neurolm,3,0.013705346055778916,0.0026503435528306136,0.025,balanced_chance,Unknown,Unknown,Unknown,-7.381274953734053,0.01786393315830573,-4.2615810815009985,False,1.0,0.12504753210814012
BETA_SSVEP_wsn_within_subject_linear_downsample,BETA_SSVEP_wsn,within_subject,reve,3,0.020687719117455115,0.003945754984635327,0.025,balanced_chance,Unknown,Unknown,Unknown,-1.8929430778545935,0.1988853768562031,-1.0928911955599883,False,1.0,0.7604114011508621
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,bendr,3,0.4372100501597583,0.061569579615057365,0.5,balanced_chance,Unknown,Unknown,Unknown,-1.766381775025193,0.2193701400233624,-1.0198209933024442,False,1.0,0.8774805600934495
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,biot,3,0.6048533383964902,0.006380597461381169,0.5,balanced_chance,Unknown,Unknown,Unknown,28.463057032690696,0.0012320652763385812,16.433153639783644,True,0.2698222955181493,0.011088587487047231
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,brainomni,3,0.5793583431219808,0.015097334467119652,0.5,balanced_chance,Unknown,Unknown,Unknown,9.104433805259582,0.011850063318684058,5.256447308285749,True,1.0,0.07241400715895352
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,cbramod,3,0.5000426837484855,0.04362911780821787,0.5,balanced_chance,Unknown,Unknown,Unknown,0.0016945201908351078,0.9988017941423344,0.0009783316883259054,True,1.0,1.0
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,eegmamba,3,0.47246071070961637,0.01832942050911712,0.5,balanced_chance,Unknown,Unknown,Unknown,-2.602343496432744,0.12136082162668968,-1.5024637181893168,False,1.0,0.6068041081334484
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,femba,3,0.5799638399392855,0.008971120771698126,0.5,balanced_chance,Unknown,Unknown,Unknown,15.43858755977166,0.00416929086453589,8.913472683541775,True,0.8380274637717139,0.03335432691628712
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,labram,3,0.600325263426028,0.005217337317253694,0.5,balanced_chance,Unknown,Unknown,Unknown,33.3059648955342,0.0009002625478790878,19.229207798056898,True,0.1989580230812784,0.009002625478790879
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,neurogpt,3,0.4941958604254344,0.04804110301270708,0.5,balanced_chance,Unknown,Unknown,Unknown,-0.20925965489821816,0.8536248301618337,-0.12081611808601445,False,1.0,1.0
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,neurolm,3,0.5306546108774025,0.005442628937047263,0.5,balanced_chance,Unknown,Unknown,Unknown,9.755459014393145,0.010344858165564788,5.632316888028244,True,1.0,0.07241400715895352
Broderick_CP_within_subject_linear_downsample,Broderick_CP,within_subject,reve,3,0.4946541128931705,0.011649008531965958,0.5,balanced_chance,Unknown,Unknown,Unknown,-0.794861472986954,0.5100355018470777,-0.45891348539748034,False,1.0,1.0
Broderick_Rev_128_within_subject_linear_downsample,Broderick_Rev_128,within_subject,biot,1,0.5374849956261979,0.0,,unknown,Unknown,Unknown,Unknown,,,,,,
Broderick_Rev_128_within_subject_linear_downsample,Broderick_Rev_128,within_subject,cbramod,1,0.8381525012266517,0.0,,unknown,Unknown,Unknown,Unknown,,,,,,
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,bendr,3,0.39880563015622994,0.011509110900882158,0.5,balanced_chance,Unknown,Unknown,Unknown,-15.229133815705179,0.0042840231344388035,-8.792544508022218,False,0.8568046268877607,0.04284023134438804
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,biot,3,0.6179405330828812,0.020402094290789655,0.5,balanced_chance,Unknown,Unknown,Unknown,10.012648341867934,0.009827946301502978,5.780805215478512,True,1.0,0.05534096042873213
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,brainomni,3,0.43153070420529155,0.02652236731227135,0.5,balanced_chance,Unknown,Unknown,Unknown,-4.471407008228368,0.04655154225656825,-2.5815680398570278,False,1.0,0.13965462676970475
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,cbramod,3,0.3977154915048022,0.011889572855891865,0.5,balanced_chance,Unknown,Unknown,Unknown,-14.900616505587973,0.004473727450014586,-8.602874950592598,False,0.8902717625529025,0.04284023134438804
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,eegmamba,3,0.41172743141414986,0.013371496121010969,0.5,balanced_chance,Unknown,Unknown,Unknown,-11.434215911341207,0.007562043018949698,-6.601547634385148,False,1.0,0.05293430113264788
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,femba,3,0.5608997168860987,0.03970041390368845,0.5,balanced_chance,Unknown,Unknown,Unknown,2.6569346120465345,0.11725857218889695,1.5339819134843007,True,1.0,0.2345171443777939
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,labram,3,0.5789416545839271,0.01341799669297359,0.5,balanced_chance,Unknown,Unknown,Unknown,10.190117027269372,0.0094934215015802,5.883266808767761,True,1.0,0.05534096042873213
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,neurogpt,3,0.3977154915048022,0.011889572855891865,0.5,balanced_chance,Unknown,Unknown,Unknown,-14.900616505587973,0.004473727450014586,-8.602874950592598,False,0.8902717625529025,0.04284023134438804
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,neurolm,3,0.5706724001589351,0.011838011151651576,0.5,balanced_chance,Unknown,Unknown,Unknown,10.34026629980295,0.009223493404788688,5.96995553168365,True,1.0,0.05534096042873213
Broderick_Rev_wsn_within_subject_linear_downsample,Broderick_Rev_wsn,within_subject,reve,3,0.4752457253946008,0.017204591136248067,0.5,balanced_chance,Unknown,Unknown,Unknown,-2.492105797895389,0.13028039887568055,-1.43881795326393,False,1.0,0.2345171443777939
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,bendr,3,0.46726290387271935,0.019672099188069156,0.5,balanced_chance,Unknown,Unknown,Unknown,-2.882372300110481,0.10223763721497892,-1.664138423373507,False,1.0,0.9201387349348102
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,biot,3,0.43832941239018997,0.09916197964455072,0.5,balanced_chance,Unknown,Unknown,Unknown,-1.0771930073976552,0.3940646449189302,-0.6219176727902188,False,1.0,1.0
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,brainomni,3,0.5078508983288444,0.036232335080038716,0.5,balanced_chance,Unknown,Unknown,Unknown,0.3753044003533664,0.7434983325608797,0.2166820965720672,True,1.0,1.0
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,cbramod,3,0.5250949352893121,0.14136226081598627,0.5,balanced_chance,Unknown,Unknown,Unknown,0.30747741782597643,0.7875441710068064,0.17752216995155853,True,1.0,1.0
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,eegmamba,3,0.4893815173769493,0.09037096349162115,0.5,balanced_chance,Unknown,Unknown,Unknown,-0.20351394620370825,0.8575612304374898,-0.11749883162455396,False,1.0,1.0
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,femba,3,0.5163213936248623,0.016324435065307213,0.5,balanced_chance,Unknown,Unknown,Unknown,1.7317281054748856,0.22546106714487824,0.999813687859166,True,1.0,1.0
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,labram,3,0.4845935458026705,0.0911115083858098,0.5,balanced_chance,Unknown,Unknown,Unknown,-0.292880250881825,0.7972055995471224,-0.16909449168694682,False,1.0,1.0
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,neurogpt,3,0.47826535025730116,0.04548057990593613,0.5,balanced_chance,Unknown,Unknown,Unknown,-0.8277273006836643,0.4948685367950933,-0.4778885798653159,False,1.0,1.0
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,neurolm,3,0.4838957566918099,0.0059741080732109075,0.5,balanced_chance,Unknown,Unknown,Unknown,-4.669043024567262,0.042938740160746156,-2.6956732470918534,False,1.0,0.4293874016074616
CIRE_wsn_within_subject_linear_downsample,CIRE_wsn,within_subject,reve,3,0.41524389054330185,0.09455818665789463,0.5,balanced_chance,Unknown,Unknown,Unknown,-1.552503204846661,0.2607350714037803,-0.8963381432359764,False,1.0,1.0
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,bendr,3,0.23666433765257144,0.015254513109891376,0.25,balanced_chance,Unknown,Unknown,Unknown,-1.5141777762380497,0.2691809464893513,-0.874210946711987,False,1.0,1.0
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,biot,3,0.23840932738276396,0.010083256953932758,0.25,balanced_chance,Unknown,Unknown,Unknown,-1.9909870351087382,0.18473547490920558,-1.1494969006730849,False,1.0,1.0
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,brainomni,3,0.19094852529397624,0.07701565802054562,0.25,balanced_chance,Unknown,Unknown,Unknown,-1.3280436353009681,0.31545051004346664,-0.7667463503365832,False,1.0,1.0
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,cbramod,3,0.20153137099299365,0.051935468083201645,0.25,balanced_chance,Unknown,Unknown,Unknown,-1.6164315276575905,0.24738545938964468,-0.9332471776197079,False,1.0,1.0
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,eegmamba,3,0.22745692820486552,0.01805395636875402,0.25,balanced_chance,Unknown,Unknown,Unknown,-2.1627251617502705,0.1630523719328221,-1.2486499543196956,False,1.0,1.0
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,femba,3,0.21140131275298538,0.01688493368860817,0.25,balanced_chance,Unknown,Unknown,Unknown,-3.9594403300734005,0.05826771140383313,-2.2859839404081383,False,1.0,0.5826771140383313
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,labram,3,0.21196500350617278,0.03572488059535615,0.25,balanced_chance,Unknown,Unknown,Unknown,-1.8440522486050337,0.20648510550861837,-1.064664062131851,False,1.0,1.0
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,neurogpt,3,0.23026000779783018,0.008636450762498003,0.25,balanced_chance,Unknown,Unknown,Unknown,-3.9588796804860475,0.05828280123187019,-2.2856602492179596,False,1.0,0.5826771140383313
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,neurolm,3,0.23783326378713907,0.006336324609063992,0.25,balanced_chance,Unknown,Unknown,Unknown,-3.3258089796754065,0.0797432798025627,-1.9201567096888708,False,1.0,0.6379462384205016
ChineseEEG2_RA_Tone_within_subject_linear_downsample,ChineseEEG2_RA_Tone,within_subject,reve,3,0.24648536388727416,0.004738504673860517,0.25,balanced_chance,Unknown,Unknown,Unknown,-1.2846939565004067,0.32760084445002313,-0.7417184016117953,False,1.0,1.0
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,bendr,3,0.007470397785193961,0.0007929274374881934,0.025,balanced_chance,Unknown,Unknown,Unknown,-38.291223429846404,0.0006813299680021199,-22.107448154821927,False,0.153299242800477,0.006813299680021199
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,biot,3,0.016085228465439808,0.004845688617763473,0.025,balanced_chance,Unknown,Unknown,Unknown,-3.1865104123949544,0.08597425024960768,-1.8397326443717725,False,1.0,0.34389700099843074
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,brainomni,3,0.04591039751913206,0.0060162795381310625,0.025,balanced_chance,Unknown,Unknown,Unknown,6.01997807449783,0.02650170477719553,3.475635961826968,True,1.0,0.19178311863984523
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,cbramod,3,0.007149526729975292,0.004586936958743005,0.025,balanced_chance,Unknown,Unknown,Unknown,-6.740429816438036,0.021309235404427248,-3.89158896897428,False,1.0,0.19178311863984523
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,eegmamba,3,0.00769357709982123,0.004539165498289704,0.025,balanced_chance,Unknown,Unknown,Unknown,-6.603769739542995,0.02217089909574838,-3.812688236791453,False,1.0,0.19178311863984523
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,femba,3,0.024418514857312886,0.004867818013238158,0.025,balanced_chance,Unknown,Unknown,Unknown,-0.20690210855079605,0.8552391613925197,-0.11945498806770327,False,1.0,1.0
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,labram,3,0.016982231643867352,0.002321948231233144,0.025,balanced_chance,Unknown,Unknown,Unknown,-5.9808319450621505,0.02683587541905335,-3.4530349334595454,False,1.0,0.19178311863984523
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,neurogpt,3,0.005598033349019825,0.005134744419678249,0.025,balanced_chance,Unknown,Unknown,Unknown,-6.544666931710769,0.022559633630123168,-3.7785652147796545,False,1.0,0.19178311863984523
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,neurolm,3,0.02238408009762763,0.005824433340052807,0.025,balanced_chance,Unknown,Unknown,Unknown,-0.7779136466859259,0.5180354974156614,-0.44912865332040275,False,1.0,1.0
DUAL_FREQ_SSVEP_wsn_within_subject_linear_downsample,DUAL_FREQ_SSVEP_wsn,within_subject,reve,3,0.025270934293589443,0.0020634774727028944,0.025,balanced_chance,Unknown,Unknown,Unknown,0.22741802041337936,0.8412309159305135,0.13129985530423638,True,1.0,1.0
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,bendr,3,0.46470516834607345,0.062197387553985704,0.5,balanced_chance,Unknown,Unknown,Unknown,-0.9828779643860394,0.429296637955984,-0.5674648573188313,False,1.0,0.429296637955984
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,biot,3,0.3333333333333333,0.0,0.5,balanced_chance,Unknown,Unknown,Unknown,-inf,0.0,inf,False,0.0,0.0
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,brainomni,3,0.6073487018071554,0.038494723869762035,0.5,balanced_chance,Unknown,Unknown,Unknown,4.830101036329461,0.04029074406044665,2.7886601335379053,True,1.0,0.12087223218133995
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,cbramod,3,0.9986366506772836,0.0023613902954095264,0.5,balanced_chance,Unknown,Unknown,Unknown,365.7438650306841,7.475513499206641e-06,211.16231892991965,True,0.0018389763208048336,5.232859449444649e-05
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,eegmamba,3,0.3333333333333333,0.0,0.5,balanced_chance,Unknown,Unknown,Unknown,-inf,0.0,inf,False,0.0,0.0
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,femba,3,0.3333333333333333,0.0,0.5,balanced_chance,Unknown,Unknown,Unknown,-inf,0.0,inf,False,0.0,0.0
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,labram,3,0.7495360459619224,0.010436633096318856,0.5,balanced_chance,Unknown,Unknown,Unknown,41.41269564016178,0.0005825770269100543,23.909630975715448,True,0.13224498510858232,0.0034954621614603255
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,neurogpt,3,0.7107037302168621,0.01662802166439429,0.5,balanced_chance,Unknown,Unknown,Unknown,21.947864481158337,0.0020695011439342353,12.671605466334192,True,0.4449427459458606,0.010347505719671177
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,neurolm,3,0.3333333333333333,0.0,0.5,balanced_chance,Unknown,Unknown,Unknown,-inf,0.0,inf,False,0.0,0.0
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,reve,3,0.5809008874303894,0.05543799813746083,0.5,balanced_chance,Unknown,Unknown,Unknown,2.527588515360896,0.1273121171290293,1.45930390974422,True,1.0,0.2546242342580586
EEGDenoiseNet_singleCOz_within_subject_linear_downsample,EEGDenoiseNet_singleCOz,within_subject,reve_new,3,0.6194555716390754,0.010424190782226731,0.5,balanced_chance,Unknown,Unknown,Unknown,19.84836268334926,0.0025287207792791763,11.459457538205019,True,0.5335600844279061,0.010347505719671177
