dataset_folder,model,seed_folder,dataset_exp_name,participation_method,seed_num,score,chance_level,chance_source,category_en,category_ch,subtype,dataset_name,path
AD65_cross_subject_linear_downsample,cbramod,seed_42_downsample_t40,AD65,cross_subject,42,0.3338802028558742,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
AD65_cross_subject_linear_downsample,cbramod,seed_5_downsample_t40,AD65,cross_subject,5,0.21151025642237462,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
AD65_cross_subject_linear_downsample,eegmamba,seed_10_downsample_t40,AD65,cross_subject,10,0.28430541724939884,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
AD65_cross_subject_linear_downsample,eegmamba,seed_42_downsample_t40,AD65,cross_subject,42,0.3938421875723746,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
AD65_cross_subject_linear_downsample,eegmamba,seed_5_downsample_t40,AD65,cross_subject,5,0.25882593315078956,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
AD65_cross_subject_linear_downsample,femba,seed_10_downsample_t40,AD65,cross_subject,10,0.49672137938524186,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
AD65_cross_subject_linear_downsample,femba,seed_42_downsample_t40,AD65,cross_subject,42,0.33402460194622097,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
AD65_cross_subject_linear_downsample,femba,seed_5_downsample_t40,AD65,cross_subject,5,0.49354974179281746,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
AD65_cross_subject_linear_downsample,labram,seed_10_downsample_t40,AD65,cross_subject,10,0.3743653632519644,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
AD65_cross_subject_linear_downsample,labram,seed_42_downsample_t40,AD65,cross_subject,42,0.5893800034065747,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
AD65_cross_subject_linear_downsample,labram,seed_5_downsample_t40,AD65,cross_subject,5,0.350298713565127,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
AD65_cross_subject_linear_downsample,neurogpt,seed_10_downsample_t40,AD65,cross_subject,10,0.2897002815035602,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
AD65_cross_subject_linear_downsample,neurogpt,seed_42_downsample_t40,AD65,cross_subject,42,0.5346680128949913,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
AD65_cross_subject_linear_downsample,neurogpt,seed_5_downsample_t40,AD65,cross_subject,5,0.32487946600926604,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
AD65_cross_subject_linear_downsample,neurolm,seed_10_downsample_t40,AD65,cross_subject,10,0.29351687872827964,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
AD65_cross_subject_linear_downsample,neurolm,seed_42_downsample_t40,AD65,cross_subject,42,0.531717524264943,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
AD65_cross_subject_linear_downsample,neurolm,seed_5_downsample_t40,AD65,cross_subject,5,0.29190066481625304,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
AD65_cross_subject_linear_downsample,reve,seed_10_downsample_t40,AD65,cross_subject,10,0.2637039821152892,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
AD65_cross_subject_linear_downsample,reve,seed_42_downsample_t40,AD65,cross_subject,42,0.36795147917832005,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
AD65_cross_subject_linear_downsample,reve,seed_5_downsample_t40,AD65,cross_subject,5,0.2718561544483438,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
ADHD_cross_subject_linear_downsample,bendr,seed_10_downsample_t40,ADHD,cross_subject,10,0.3853303868148923,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
ADHD_cross_subject_linear_downsample,bendr,seed_42_downsample_t40,ADHD,cross_subject,42,0.4778810932657086,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
ADHD_cross_subject_linear_downsample,bendr,seed_5_downsample_t40,ADHD,cross_subject,5,0.43667507212794476,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
ADHD_cross_subject_linear_downsample,biot,seed_10_downsample_t40,ADHD,cross_subject,10,0.5041133844842285,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
ADHD_cross_subject_linear_downsample,biot,seed_42_downsample_t40,ADHD,cross_subject,42,0.6013457058592432,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
ADHD_cross_subject_linear_downsample,biot,seed_5_downsample_t40,ADHD,cross_subject,5,0.48539944576640304,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
ADHD_cross_subject_linear_downsample,brainomni,seed_10_downsample_t40,ADHD,cross_subject,10,0.537795444778685,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
ADHD_cross_subject_linear_downsample,brainomni,seed_42_downsample_t40,ADHD,cross_subject,42,0.7193650793650794,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
ADHD_cross_subject_linear_downsample,brainomni,seed_5_downsample_t40,ADHD,cross_subject,5,0.5494065494065494,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
ADHD_cross_subject_linear_downsample,cbramod,seed_10_downsample_t40,ADHD,cross_subject,10,0.32756476870678836,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
ADHD_cross_subject_linear_downsample,cbramod,seed_42_downsample_t40,ADHD,cross_subject,42,0.6103617477749219,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
ADHD_cross_subject_linear_downsample,cbramod,seed_5_downsample_t40,ADHD,cross_subject,5,0.5437128136945322,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
ADHD_cross_subject_linear_downsample,eegmamba,seed_10_downsample_t40,ADHD,cross_subject,10,0.3362991969862199,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
ADHD_cross_subject_linear_downsample,eegmamba,seed_42_downsample_t40,ADHD,cross_subject,42,0.6564458051109596,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
ADHD_cross_subject_linear_downsample,eegmamba,seed_5_downsample_t40,ADHD,cross_subject,5,0.48762873302750603,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
ADHD_cross_subject_linear_downsample,femba,seed_10_downsample_t40,ADHD,cross_subject,10,0.6803619721239859,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
ADHD_cross_subject_linear_downsample,femba,seed_42_downsample_t40,ADHD,cross_subject,42,0.6210123966942149,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
ADHD_cross_subject_linear_downsample,femba,seed_5_downsample_t40,ADHD,cross_subject,5,0.6379985632632663,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
ADHD_cross_subject_linear_downsample,labram,seed_10_downsample_t40,ADHD,cross_subject,10,0.4468003506465045,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
ADHD_cross_subject_linear_downsample,labram,seed_42_downsample_t40,ADHD,cross_subject,42,0.6854801140581246,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
ADHD_cross_subject_linear_downsample,labram,seed_5_downsample_t40,ADHD,cross_subject,5,0.48096522692911986,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
ADHD_cross_subject_linear_downsample,neurogpt,seed_10_downsample_t40,ADHD,cross_subject,10,0.6893623712556018,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
ADHD_cross_subject_linear_downsample,neurogpt,seed_42_downsample_t40,ADHD,cross_subject,42,0.8170635232481991,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
ADHD_cross_subject_linear_downsample,neurogpt,seed_5_downsample_t40,ADHD,cross_subject,5,0.5791140747797094,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
ADHD_cross_subject_linear_downsample,neurolm,seed_10_downsample_t40,ADHD,cross_subject,10,0.4259777829206202,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
ADHD_cross_subject_linear_downsample,neurolm,seed_42_downsample_t40,ADHD,cross_subject,42,0.7282829715798931,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
ADHD_cross_subject_linear_downsample,neurolm,seed_5_downsample_t40,ADHD,cross_subject,5,0.6126892873018225,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
ADHD_cross_subject_linear_downsample,reve,seed_10_downsample_t40,ADHD,cross_subject,10,0.5234585675762147,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
ADHD_cross_subject_linear_downsample,reve,seed_42_downsample_t40,ADHD,cross_subject,42,0.507522167462156,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
ADHD_cross_subject_linear_downsample,reve,seed_5_downsample_t40,ADHD,cross_subject,5,0.404993605432461,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
Awakening_balanced_cross_subject_linear_downsample,bendr,seed_10_downsample_t40,Awakening_balanced,cross_subject,10,0.42207002804492,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Awakening_balanced_cross_subject_linear_downsample,bendr,seed_42_downsample_t40,Awakening_balanced,cross_subject,42,0.4018870912156183,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
Awakening_balanced_cross_subject_linear_downsample,bendr,seed_5_downsample_t40,Awakening_balanced,cross_subject,5,0.3867077932651099,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
Awakening_balanced_cross_subject_linear_downsample,biot,seed_10_downsample_t40,Awakening_balanced,cross_subject,10,0.5865302642796248,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Awakening_balanced_cross_subject_linear_downsample,biot,seed_42_downsample_t40,Awakening_balanced,cross_subject,42,0.6303920628834356,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
Awakening_balanced_cross_subject_linear_downsample,biot,seed_5_downsample_t40,Awakening_balanced,cross_subject,5,0.5721457857680767,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
Awakening_balanced_cross_subject_linear_downsample,brainomni,seed_10_downsample_t40,Awakening_balanced,cross_subject,10,0.7350123378174003,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Awakening_balanced_cross_subject_linear_downsample,brainomni,seed_42_downsample_t40,Awakening_balanced,cross_subject,42,0.7387021050066063,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Awakening_balanced_cross_subject_linear_downsample,brainomni,seed_5_downsample_t40,Awakening_balanced,cross_subject,5,0.7118811881188118,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
Awakening_balanced_cross_subject_linear_downsample,cbramod,seed_10_downsample_t40,Awakening_balanced,cross_subject,10,0.4738199782154572,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Awakening_balanced_cross_subject_linear_downsample,cbramod,seed_42_downsample_t40,Awakening_balanced,cross_subject,42,0.47101179123929715,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Awakening_balanced_cross_subject_linear_downsample,cbramod,seed_5_downsample_t40,Awakening_balanced,cross_subject,5,0.47241647241647244,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
Awakening_balanced_cross_subject_linear_downsample,eegmamba,seed_10_downsample_t40,Awakening_balanced,cross_subject,10,0.49790231277402885,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_cross_subject_linear_downsample,eegmamba,seed_42_downsample_t40,Awakening_balanced,cross_subject,42,0.46918566775244297,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_cross_subject_linear_downsample,eegmamba,seed_5_downsample_t40,Awakening_balanced,cross_subject,5,0.43231931521263645,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_cross_subject_linear_downsample,femba,seed_10_downsample_t40,Awakening_balanced,cross_subject,10,0.7494422918868147,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
