dataset_folder,dataset_exp_name,dataset_mod,seed_folder,seed_num,model,score,chance_level,chance_source,category_en,category_ch,subtype,dataset_name,path
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_42_downsample_t40,42,eegmamba,0.44595702493722184,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_42_downsample_t40,42,femba,0.3318333395489918,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_42_downsample_t40,42,labram,0.6040881939782702,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_42_downsample_t40,42,neurogpt,0.5263049774993163,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_42_downsample_t40,42,neurolm,0.5651985281320703,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_42_downsample_t40,42,reve,0.3854183759727505,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,bendr,0.33225402409124827,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,biot,0.4506582453896173,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,brainomni,0.3355186014284192,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,cbramod,0.35268095085811746,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,eegmamba,0.32969566144334295,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,femba,0.49472337703869523,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,labram,0.3860329389190918,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,neurogpt,0.36254870956661805,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,neurolm,0.23893025923726274,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
AD65_cross_subject_linear_downsample,AD65,cross_subject,seed_5_downsample_t40,5,reve,0.32996046551371144,0.3333333333333333,balanced_chance,Biometrics & Disease,个体与疾病,神经退行性（阿尔茨海默/帕金森等）,AD65,/benchmark-eeg/5.0_version/result_5/linear_downsample/AD65_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,bendr,0.4769253504475595,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,biot,0.5473104205370715,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,brainomni,0.587390221246411,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,cbramod,0.47505700050667116,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,eegmamba,0.5050561560547205,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,femba,0.699090103023138,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,labram,0.6646301300456005,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,neurogpt,0.7175941563925012,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,neurolm,0.5359314305016045,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_10_downsample_t40,10,reve,0.5369131058942747,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,bendr,0.49233302459606876,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,biot,0.6146238550993105,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,brainomni,0.7219306370278893,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,cbramod,0.6138931769064526,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,eegmamba,0.6579294020788309,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,femba,0.6346403210867552,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,labram,0.6883091489142739,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/labram/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,neurogpt,0.8145621076463929,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurogpt/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,neurolm,0.7274776165483174,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/neurolm/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_42_downsample_t40,42,reve,0.5243490789338273,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/reve/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,bendr,0.4966551522817943,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/bendr/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,biot,0.4917534299892965,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/biot/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,brainomni,0.5808358470370731,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/brainomni/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,cbramod,0.5544662839350005,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/cbramod/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,eegmamba,0.488116668288411,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/eegmamba/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,femba,0.6365670915636858,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/femba/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,labram,0.6814230806655638,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/labram/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,neurogpt,0.6100150822224384,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurogpt/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,neurolm,0.6241729103824073,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/neurolm/summary.json
ADHD_cross_subject_linear_downsample,ADHD,cross_subject,seed_5_downsample_t40,5,reve,0.519619052252603,0.5,balanced_chance,Biometrics & Disease,个体与疾病,神经发育障碍（ASD/ADHD等）,Adult ADHD,/benchmark-eeg/5.0_version/result_5/linear_downsample/ADHD_cross_subject_linear_downsample/seed_5_downsample_t40/ratio_full/reve/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,bendr,0.47156432748538013,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/bendr/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,biot,0.5969298245614035,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/biot/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,brainomni,0.7294225146198831,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/brainomni/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,cbramod,0.4747076023391813,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/cbramod/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,eegmamba,0.5190423976608187,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,femba,0.7530336257309942,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/femba/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,labram,0.6107090643274854,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/labram/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,neurogpt,0.5700292397660819,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurogpt/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,neurolm,0.6125730994152047,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/neurolm/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_10_downsample_t40,10,reve,0.6949367088607594,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_10_downsample_t40/ratio_full/reve/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_42_downsample_t40,42,bendr,0.4850146198830409,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/bendr/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_42_downsample_t40,42,biot,0.6341374269005848,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/biot/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_42_downsample_t40,42,brainomni,0.7325657894736842,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/brainomni/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_42_downsample_t40,42,cbramod,0.47178362573099414,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/cbramod/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_42_downsample_t40,42,eegmamba,0.49565058479532165,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/eegmamba/summary.json
Awakening_balanced_cross_subject_linear_downsample,Awakening_balanced,cross_subject,seed_42_downsample_t40,42,femba,0.7578581871345029,0.5,balanced_chance,Unknown,Unknown,Unknown,,/benchmark-eeg/5.0_version/result_5/linear_downsample/Awakening_balanced_cross_subject_linear_downsample/seed_42_downsample_t40/ratio_full/femba/summary.json
